Indnum	Household heating => 70F	Household heating < 70F	Use of heat pump	Use of air conditioner	shower - short	shower - long (> 3 min)	bath	wash-up	use of dishwasher	use of clothes washer	use of clothes dryer	use of cooking range	use of  oven	use of self-clean feature of electric oven	Small kitchen appliance in the home	TV/computer use	air travel - large plane	air travel - small  plane (<50 seats)	car trips- self only	car trips - driver and self	car trips - 2+ people with multiple end points	trips using public ground transportation	bags of garbage disposed	bags of recycling deposited (negative CF)	bags of compost deposited (negative CF)	hazardous or electric items disposed	large items disposed	QoLI
344	4.0	9.0	-1.0	31.0	7.0	37.0	0.0	40.0	0.0	8.0	1.0	0.0	8.0	1.0	0.0	62.0	3637.0	0.0	423.0	34.0	0.0	12.0	25.0	0.0	0.0	0.0	2.0	7730.592592592592
345	7.0	6.0	0.0	12.0	6.0	36.0	0.0	33.0	0.0	2.0	2.0	0.0	11.0	3.0	0.0	60.0	2585.0	0.0	377.0	33.0	23.0	18.0	19.0	0.0	0.0	0.0	2.0	5064.740740740741
346	8.0	5.0	0.0	25.0	5.0	36.0	0.0	43.0	18.0	7.0	2.0	0.0	11.0	4.0	0.0	63.0	2697.0	0.0	344.0	16.0	26.0	18.0	21.0	0.0	0.0	0.0	1.0	5731.037037037037
347	8.0	2.0	0.0	15.0	6.0	33.0	0.0	48.0	0.0	2.0	3.0	0.0	8.0	2.0	0.0	64.0	2231.0	0.0	269.0	22.0	17.0	16.0	26.0	0.0	0.0	0.0	1.0	4928.111111111111
348	4.0	9.0	0.0	27.0	3.0	13.0	0.0	35.0	0.0	2.0	2.0	0.0	9.0	1.0	0.0	58.0	2528.0	0.0	272.0	40.0	0.0	13.0	25.0	0.0	0.0	0.0	2.0	4748.2962962962965
349	1.0	2.0	0.0	16.0	3.0	27.0	0.0	51.0	0.0	3.0	4.0	0.0	10.0	2.0	0.0	63.0	3206.0	0.0	291.0	22.0	0.0	12.0	28.0	8.0	8.0	0.0	1.0	6833.7037037037035
350	5.0	2.0	0.0	13.0	6.0	14.0	0.0	54.0	0.0	7.0	2.0	0.0	8.0	2.0	0.0	59.0	3337.0	0.0	363.0	28.0	15.0	16.0	28.0	0.0	0.0	0.0	0.0	7124.888888888889
351	4.0	4.0	0.0	27.0	5.0	11.0	0.0	41.0	0.0	8.0	1.0	0.0	12.0	4.0	0.0	58.0	2013.0	659.0	318.0	34.0	0.0	18.0	17.0	0.0	0.0	0.0	0.0	5085.7037037037035
352	2.0	2.0	0.0	14.0	5.0	18.0	0.0	49.0	0.0	7.0	1.0	0.0	10.0	4.0	0.0	62.0	2005.0	0.0	342.0	34.0	17.0	17.0	20.0	0.0	0.0	0.0	1.0	4078.5555555555557
353	6.0	6.0	0.0	24.0	8.0	29.0	0.0	37.0	0.0	3.0	2.0	0.0	11.0	1.0	0.0	62.0	3174.0	0.0	269.0	29.0	0.0	14.0	24.0	0.0	0.0	0.0	2.0	6328.37037037037
354	4.0	7.0	0.0	29.0	7.0	37.0	0.0	33.0	0.0	8.0	4.0	0.0	11.0	4.0	0.0	58.0	2765.0	0.0	463.0	16.0	14.0	17.0	20.0	0.0	0.0	0.0	1.0	5452.62962962963
355	9.0	4.0	0.0	19.0	8.0	13.0	4.0	44.0	0.0	3.0	2.0	0.0	8.0	2.0	0.0	60.0	3481.0	0.0	463.0	38.0	25.0	13.0	23.0	0.0	0.0	0.0	2.0	6619.111111111111
356	2.0	8.0	0.0	14.0	4.0	30.0	0.0	38.0	0.0	7.0	3.0	0.0	12.0	4.0	62.0	60.0	3589.0	0.0	440.0	31.0	22.0	18.0	18.0	0.0	0.0	0.0	0.0	7020.592592592592
357	10.0	10.0	0.0	16.0	3.0	21.0	0.0	43.0	0.0	2.0	1.0	0.0	11.0	3.0	0.0	63.0	3724.0	0.0	443.0	19.0	0.0	16.0	20.0	0.0	0.0	0.0	0.0	7469.518518518518
358	3.0	2.0	0.0	22.0	3.0	28.0	0.0	49.0	0.0	2.0	4.0	0.0	8.0	3.0	0.0	60.0	3299.0	0.0	294.0	23.0	0.0	14.0	22.0	0.0	0.0	0.0	2.0	6788.518518518518
359	4.0	1.0	0.0	21.0	8.0	16.0	0.0	43.0	0.0	5.0	4.0	0.0	8.0	1.0	0.0	64.0	3289.0	0.0	286.0	28.0	18.0	12.0	23.0	0.0	5.0	0.0	1.0	6798.2962962962965
360	7.0	4.0	0.0	17.0	7.0	35.0	0.0	37.0	0.0	4.0	4.0	0.0	11.0	4.0	0.0	62.0	3797.0	0.0	353.0	34.0	0.0	17.0	23.0	0.0	0.0	0.0	0.0	7424.888888888889
361	7.0	2.0	0.0	13.0	2.0	34.0	0.0	52.0	0.0	2.0	4.0	0.0	8.0	3.0	0.0	60.0	3779.0	0.0	305.0	15.0	26.0	18.0	19.0	0.0	0.0	0.0	1.0	6609.407407407408
362	1.0	8.0	0.0	13.0	6.0	21.0	0.0	44.0	0.0	2.0	3.0	0.0	9.0	1.0	0.0	59.0	2308.0	0.0	356.0	28.0	0.0	19.0	25.0	0.0	0.0	0.0	0.0	4978.851851851852
363	8.0	7.0	0.0	16.0	2.0	24.0	0.0	52.0	0.0	7.0	1.0	0.0	10.0	3.0	0.0	62.0	3055.0	0.0	384.0	22.0	0.0	19.0	19.0	0.0	0.0	0.0	1.0	6333.148148148148
364	1.0	6.0	0.0	22.0	3.0	36.0	0.0	55.0	0.0	3.0	2.0	0.0	12.0	4.0	0.0	61.0	2527.0	0.0	355.0	20.0	24.0	15.0	24.0	0.0	0.0	0.0	0.0	5471.777777777777
365	2.0	1.0	0.0	12.0	3.0	17.0	0.0	36.0	0.0	6.0	1.0	0.0	10.0	2.0	0.0	64.0	2814.0	0.0	352.0	34.0	12.0	15.0	24.0	0.0	0.0	0.0	2.0	6217.592592592592
366	1.0	2.0	0.0	24.0	4.0	31.0	0.0	47.0	0.0	8.0	4.0	0.0	12.0	1.0	0.0	59.0	2401.0	0.0	337.0	29.0	13.0	19.0	22.0	0.0	0.0	0.0	2.0	5605.740740740741
367	2.0	4.0	0.0	18.0	4.0	18.0	0.0	52.0	0.0	6.0	3.0	0.0	8.0	2.0	0.0	61.0	2777.0	0.0	456.0	15.0	0.0	15.0	24.0	0.0	0.0	0.0	0.0	5789.259259259259
368	6.0	2.0	0.0	12.0	6.0	40.0	0.0	46.0	0.0	2.0	4.0	0.0	10.0	1.0	61.0	58.0	2884.0	0.0	365.0	16.0	0.0	17.0	22.0	0.0	0.0	0.0	0.0	6287.222222222223
369	8.0	2.0	0.0	27.0	4.0	26.0	0.0	50.0	0.0	6.0	4.0	0.0	9.0	2.0	0.0	59.0	2212.0	0.0	316.0	22.0	0.0	17.0	18.0	0.0	0.0	0.0	1.0	4737.185185185185
370	7.0	2.0	0.0	28.0	4.0	39.0	0.0	38.0	0.0	5.0	2.0	0.0	12.0	2.0	0.0	64.0	3932.0	0.0	275.0	11.0	15.0	14.0	22.0	0.0	0.0	0.0	2.0	7116.037037037037
371	9.0	10.0	0.0	18.0	3.0	10.0	0.0	52.0	0.0	2.0	1.0	0.0	10.0	3.0	0.0	62.0	2134.0	0.0	420.0	23.0	0.0	16.0	26.0	0.0	0.0	0.0	2.0	5225.851851851852
372	4.0	3.0	0.0	24.0	2.0	27.0	0.0	35.0	0.0	7.0	1.0	0.0	8.0	4.0	0.0	61.0	2765.0	0.0	385.0	24.0	0.0	18.0	28.0	0.0	6.0	0.0	1.0	6342.148148148148
373	7.0	6.0	0.0	30.0	2.0	11.0	0.0	44.0	19.0	7.0	4.0	0.0	9.0	1.0	0.0	64.0	3752.0	0.0	424.0	33.0	0.0	19.0	23.0	0.0	0.0	0.0	1.0	6999.851851851852
374	7.0	4.0	0.0	23.0	3.0	19.0	0.0	50.0	0.0	3.0	3.0	0.0	10.0	3.0	0.0	63.0	2920.0	0.0	442.0	14.0	22.0	19.0	24.0	0.0	0.0	0.0	2.0	5618.481481481482
375	5.0	10.0	-5.0	21.0	3.0	14.0	0.0	48.0	0.0	3.0	2.0	0.0	11.0	2.0	0.0	63.0	3742.0	0.0	303.0	39.0	19.0	12.0	20.0	0.0	0.0	0.0	1.0	7620.333333333333
376	1.0	3.0	0.0	32.0	3.0	32.0	0.0	48.0	0.0	3.0	1.0	0.0	8.0	3.0	0.0	63.0	3465.0	0.0	363.0	30.0	0.0	14.0	18.0	0.0	0.0	2.0	2.0	7580.888888888889
377	8.0	1.0	0.0	29.0	7.0	40.0	0.0	36.0	0.0	2.0	1.0	0.0	8.0	2.0	0.0	61.0	3079.0	0.0	429.0	40.0	0.0	12.0	24.0	0.0	0.0	0.0	2.0	6051.074074074074
378	3.0	2.0	0.0	31.0	3.0	37.0	0.0	32.0	0.0	3.0	4.0	0.0	9.0	4.0	0.0	61.0	2817.0	0.0	388.0	10.0	11.0	19.0	24.0	0.0	0.0	1.0	2.0	6122.777777777777
379	8.0	8.0	0.0	23.0	6.0	26.0	0.0	45.0	0.0	2.0	3.0	0.0	10.0	4.0	0.0	61.0	3888.0	0.0	411.0	15.0	0.0	12.0	19.0	0.0	0.0	0.0	0.0	7768.888888888889
380	4.0	3.0	-5.0	27.0	2.0	35.0	0.0	38.0	0.0	3.0	3.0	0.0	8.0	2.0	0.0	64.0	2100.0	0.0	274.0	29.0	28.0	12.0	22.0	0.0	0.0	0.0	1.0	4253.740740740741
381	4.0	9.0	-3.0	32.0	6.0	18.0	0.0	52.0	0.0	3.0	2.0	0.0	12.0	1.0	0.0	60.0	3069.0	0.0	420.0	38.0	0.0	15.0	28.0	0.0	0.0	0.0	2.0	6969.851851851852
382	3.0	10.0	0.0	30.0	3.0	29.0	0.0	34.0	0.0	2.0	4.0	0.0	11.0	3.0	0.0	63.0	2435.0	0.0	411.0	34.0	11.0	16.0	25.0	0.0	0.0	0.0	1.0	5035.814814814815
383	8.0	6.0	0.0	16.0	7.0	30.0	0.0	34.0	0.0	2.0	2.0	0.0	9.0	1.0	0.0	61.0	2777.0	672.0	356.0	19.0	0.0	15.0	24.0	0.0	0.0	0.0	1.0	6558.148148148148
384	3.0	6.0	0.0	17.0	4.0	23.0	0.0	32.0	0.0	4.0	1.0	0.0	10.0	2.0	0.0	60.0	2495.0	0.0	463.0	26.0	0.0	13.0	23.0	0.0	0.0	0.0	0.0	5028.444444444444
385	3.0	10.0	0.0	19.0	8.0	26.0	0.0	37.0	0.0	8.0	2.0	0.0	12.0	4.0	0.0	62.0	2252.0	0.0	272.0	31.0	20.0	13.0	26.0	0.0	0.0	0.0	1.0	4753.814814814815
386	7.0	6.0	0.0	28.0	7.0	23.0	0.0	52.0	0.0	8.0	3.0	0.0	12.0	1.0	0.0	59.0	2789.0	0.0	446.0	39.0	0.0	12.0	18.0	0.0	0.0	0.0	1.0	5603.185185185185
387	8.0	4.0	0.0	31.0	2.0	40.0	0.0	34.0	0.0	2.0	3.0	0.0	12.0	4.0	0.0	61.0	2359.0	0.0	313.0	21.0	11.0	12.0	25.0	0.0	0.0	0.0	1.0	5206.592592592592
388	6.0	7.0	0.0	19.0	4.0	25.0	0.0	39.0	0.0	3.0	1.0	0.0	10.0	2.0	0.0	64.0	3456.0	434.0	299.0	34.0	0.0	17.0	28.0	0.0	0.0	0.0	2.0	6938.407407407408
389	3.0	3.0	0.0	25.0	4.0	17.0	0.0	46.0	0.0	6.0	1.0	0.0	11.0	3.0	0.0	60.0	3970.0	0.0	356.0	37.0	29.0	13.0	19.0	0.0	0.0	0.0	1.0	7407.555555555556
390	2.0	10.0	0.0	24.0	3.0	38.0	0.0	53.0	18.0	3.0	2.0	0.0	12.0	4.0	0.0	60.0	3912.0	607.0	283.0	31.0	0.0	18.0	25.0	4.0	0.0	0.0	1.0	8570.666666666666
391	1.0	9.0	0.0	19.0	2.0	31.0	0.0	47.0	15.0	5.0	3.0	0.0	10.0	2.0	0.0	64.0	2306.0	0.0	302.0	26.0	0.0	17.0	22.0	0.0	0.0	0.0	0.0	5250.666666666667
392	9.0	6.0	0.0	26.0	2.0	24.0	0.0	45.0	0.0	6.0	3.0	0.0	8.0	3.0	0.0	61.0	2006.0	0.0	265.0	23.0	0.0	19.0	18.0	0.0	0.0	0.0	1.0	4134.7037037037035
393	9.0	7.0	0.0	15.0	2.0	37.0	0.0	45.0	0.0	5.0	4.0	0.0	10.0	2.0	0.0	63.0	2441.0	0.0	388.0	40.0	0.0	13.0	19.0	0.0	0.0	0.0	0.0	5001.851851851852
394	5.0	8.0	0.0	31.0	6.0	13.0	0.0	37.0	0.0	7.0	1.0	0.0	12.0	3.0	0.0	59.0	3180.0	0.0	302.0	10.0	0.0	18.0	24.0	0.0	0.0	0.0	2.0	6826.777777777777
395	1.0	3.0	0.0	23.0	8.0	29.0	0.0	50.0	13.0	6.0	2.0	0.0	8.0	4.0	0.0	59.0	2375.0	0.0	451.0	40.0	10.0	16.0	26.0	0.0	0.0	0.0	1.0	5802.185185185185
396	4.0	3.0	-3.0	16.0	6.0	32.0	0.0	32.0	0.0	6.0	3.0	0.0	11.0	4.0	0.0	60.0	2354.0	0.0	336.0	37.0	0.0	18.0	23.0	0.0	0.0	0.0	2.0	4991.7037037037035
397	9.0	9.0	0.0	24.0	5.0	20.0	0.0	46.0	0.0	5.0	2.0	0.0	9.0	4.0	0.0	64.0	3521.0	407.0	389.0	18.0	18.0	19.0	28.0	0.0	0.0	0.0	2.0	7767.111111111111
398	2.0	7.0	0.0	32.0	3.0	21.0	0.0	52.0	0.0	3.0	2.0	0.0	8.0	2.0	0.0	64.0	3819.0	0.0	332.0	33.0	22.0	18.0	19.0	0.0	0.0	0.0	1.0	8040.740740740741
399	5.0	7.0	0.0	21.0	8.0	34.0	0.0	44.0	0.0	6.0	3.0	0.0	8.0	1.0	0.0	61.0	2855.0	0.0	417.0	19.0	0.0	13.0	21.0	0.0	6.0	0.0	1.0	6052.111111111111
400	2.0	6.0	0.0	22.0	2.0	38.0	0.0	37.0	0.0	3.0	1.0	0.0	12.0	4.0	0.0	62.0	2944.0	0.0	277.0	28.0	24.0	16.0	27.0	0.0	0.0	0.0	0.0	5767.740740740741
401	1.0	9.0	0.0	13.0	4.0	36.0	0.0	36.0	0.0	8.0	2.0	0.0	11.0	3.0	0.0	63.0	3274.0	0.0	297.0	18.0	27.0	17.0	25.0	0.0	0.0	0.0	0.0	6415.962962962963
402	9.0	5.0	-3.0	23.0	3.0	22.0	0.0	45.0	0.0	4.0	3.0	0.0	8.0	2.0	0.0	59.0	2974.0	0.0	309.0	22.0	12.0	19.0	25.0	0.0	0.0	0.0	1.0	6625.814814814815
403	4.0	10.0	0.0	14.0	5.0	12.0	0.0	34.0	0.0	6.0	4.0	0.0	11.0	3.0	0.0	63.0	3247.0	0.0	428.0	27.0	10.0	13.0	24.0	0.0	0.0	0.0	1.0	6386.0
404	1.0	6.0	0.0	29.0	4.0	21.0	0.0	48.0	0.0	6.0	2.0	0.0	11.0	2.0	0.0	63.0	2304.0	0.0	431.0	28.0	19.0	19.0	21.0	0.0	5.0	0.0	2.0	4766.2962962962965
405	6.0	7.0	0.0	24.0	7.0	32.0	0.0	51.0	0.0	4.0	2.0	0.0	9.0	1.0	0.0	58.0	2300.0	0.0	291.0	22.0	0.0	15.0	18.0	0.0	0.0	0.0	1.0	5327.111111111111
406	4.0	6.0	0.0	26.0	2.0	27.0	0.0	41.0	0.0	4.0	2.0	10.0	10.0	4.0	52.0	63.0	2065.0	0.0	449.0	32.0	13.0	16.0	28.0	0.0	0.0	0.0	2.0	4332.185185185185
407	2.0	3.0	-5.0	27.0	8.0	22.0	0.0	42.0	0.0	5.0	3.0	0.0	8.0	2.0	60.0	63.0	2369.0	0.0	354.0	10.0	16.0	14.0	21.0	0.0	0.0	0.0	1.0	5121.888888888889
408	3.0	1.0	0.0	14.0	5.0	13.0	0.0	51.0	14.0	6.0	1.0	0.0	9.0	2.0	0.0	64.0	3249.0	0.0	332.0	33.0	0.0	19.0	26.0	0.0	0.0	0.0	1.0	7010.333333333333
409	7.0	2.0	0.0	12.0	2.0	21.0	0.0	45.0	0.0	7.0	4.0	0.0	8.0	2.0	0.0	62.0	3165.0	0.0	361.0	28.0	0.0	12.0	20.0	0.0	3.0	0.0	2.0	6734.925925925926
410	9.0	4.0	0.0	19.0	5.0	15.0	0.0	50.0	0.0	2.0	1.0	0.0	9.0	3.0	0.0	63.0	3588.0	0.0	457.0	40.0	16.0	13.0	23.0	0.0	0.0	0.0	1.0	7514.7037037037035
411	10.0	1.0	0.0	25.0	2.0	10.0	0.0	51.0	0.0	2.0	3.0	0.0	10.0	4.0	0.0	61.0	3315.0	0.0	440.0	31.0	0.0	17.0	18.0	0.0	0.0	0.0	0.0	6958.7037037037035
412	10.0	10.0	0.0	24.0	7.0	38.0	0.0	36.0	0.0	6.0	3.0	0.0	10.0	1.0	0.0	59.0	2991.0	0.0	405.0	34.0	0.0	17.0	17.0	0.0	0.0	0.0	1.0	5773.555555555556
413	8.0	4.0	0.0	15.0	8.0	12.0	0.0	48.0	0.0	8.0	4.0	0.0	9.0	1.0	0.0	58.0	3419.0	0.0	318.0	40.0	0.0	13.0	21.0	0.0	2.0	0.0	2.0	7369.481481481482
414	3.0	3.0	-5.0	32.0	5.0	38.0	0.0	33.0	0.0	7.0	4.0	0.0	9.0	3.0	0.0	60.0	2904.0	0.0	387.0	28.0	0.0	16.0	26.0	0.0	0.0	0.0	2.0	5969.814814814815
415	2.0	1.0	0.0	14.0	4.0	39.0	0.0	49.0	0.0	2.0	2.0	14.0	9.0	3.0	0.0	60.0	2302.0	0.0	386.0	40.0	22.0	15.0	28.0	0.0	0.0	2.0	1.0	4837.851851851852
416	9.0	8.0	0.0	21.0	3.0	31.0	0.0	53.0	0.0	4.0	3.0	0.0	12.0	1.0	0.0	62.0	2286.0	0.0	434.0	15.0	15.0	12.0	17.0	0.0	2.0	0.0	2.0	5045.333333333333
417	10.0	6.0	0.0	32.0	3.0	31.0	0.0	54.0	0.0	6.0	4.0	0.0	8.0	3.0	0.0	58.0	3134.0	554.0	438.0	32.0	0.0	15.0	26.0	0.0	0.0	0.0	0.0	6822.925925925926
418	2.0	2.0	0.0	20.0	8.0	28.0	0.0	35.0	0.0	6.0	1.0	0.0	9.0	1.0	0.0	63.0	2307.0	400.0	388.0	19.0	26.0	12.0	24.0	0.0	0.0	0.0	2.0	5494.740740740741
419	6.0	2.0	0.0	22.0	6.0	15.0	0.0	55.0	0.0	6.0	1.0	0.0	9.0	2.0	0.0	58.0	2136.0	0.0	390.0	19.0	20.0	12.0	20.0	0.0	0.0	0.0	1.0	4970.259259259259
420	4.0	1.0	0.0	28.0	2.0	33.0	0.0	40.0	0.0	6.0	4.0	0.0	8.0	3.0	0.0	58.0	2983.0	0.0	281.0	32.0	0.0	17.0	21.0	2.0	7.0	0.0	2.0	6444.666666666667
421	7.0	5.0	0.0	21.0	5.0	28.0	0.0	39.0	0.0	4.0	4.0	0.0	11.0	4.0	0.0	62.0	3320.0	0.0	464.0	20.0	19.0	17.0	28.0	0.0	0.0	1.0	2.0	6439.074074074074
422	9.0	8.0	0.0	29.0	2.0	18.0	0.0	52.0	0.0	5.0	2.0	0.0	11.0	1.0	0.0	59.0	2761.0	0.0	316.0	11.0	0.0	13.0	19.0	0.0	0.0	0.0	2.0	5472.481481481482
423	3.0	4.0	-2.0	30.0	3.0	30.0	0.0	51.0	0.0	2.0	3.0	0.0	10.0	3.0	0.0	59.0	3276.0	0.0	295.0	10.0	19.0	12.0	19.0	0.0	0.0	0.0	1.0	5966.777777777777
424	6.0	10.0	0.0	20.0	2.0	21.0	0.0	35.0	0.0	3.0	4.0	0.0	8.0	1.0	51.0	62.0	2266.0	0.0	427.0	38.0	13.0	18.0	21.0	0.0	4.0	0.0	0.0	4641.407407407408
425	10.0	6.0	0.0	15.0	5.0	34.0	0.0	40.0	0.0	5.0	1.0	0.0	10.0	1.0	0.0	60.0	3170.0	0.0	334.0	10.0	16.0	19.0	22.0	0.0	0.0	0.0	1.0	6069.333333333333
426	10.0	4.0	-2.0	31.0	3.0	22.0	0.0	42.0	0.0	8.0	4.0	0.0	12.0	1.0	53.0	60.0	3438.0	0.0	371.0	10.0	30.0	14.0	22.0	0.0	0.0	0.0	0.0	7341.481481481482
427	5.0	5.0	0.0	14.0	2.0	22.0	0.0	40.0	11.0	3.0	2.0	0.0	12.0	1.0	0.0	58.0	2078.0	0.0	394.0	16.0	0.0	15.0	21.0	0.0	0.0	0.0	2.0	4579.444444444444
428	1.0	2.0	0.0	25.0	6.0	11.0	0.0	46.0	0.0	4.0	3.0	0.0	10.0	4.0	0.0	60.0	3209.0	0.0	371.0	26.0	0.0	13.0	24.0	0.0	5.0	0.0	1.0	7052.074074074074
429	5.0	4.0	0.0	17.0	6.0	10.0	0.0	37.0	0.0	8.0	4.0	0.0	8.0	4.0	0.0	58.0	2168.0	0.0	403.0	15.0	0.0	17.0	21.0	0.0	0.0	0.0	2.0	4523.7037037037035
430	3.0	6.0	-1.0	28.0	3.0	16.0	0.0	37.0	16.0	4.0	2.0	11.0	11.0	4.0	0.0	63.0	3572.0	450.0	282.0	35.0	17.0	18.0	17.0	0.0	0.0	0.0	2.0	7689.851851851852
431	7.0	8.0	0.0	20.0	4.0	12.0	0.0	40.0	0.0	8.0	4.0	0.0	8.0	3.0	0.0	63.0	3687.0	0.0	296.0	40.0	0.0	14.0	27.0	0.0	0.0	0.0	1.0	7296.037037037037
432	1.0	5.0	0.0	25.0	7.0	18.0	0.0	39.0	0.0	2.0	3.0	0.0	9.0	2.0	56.0	61.0	2585.0	0.0	265.0	26.0	30.0	16.0	21.0	0.0	0.0	0.0	1.0	4718.814814814815
433	2.0	2.0	0.0	24.0	5.0	15.0	0.0	44.0	0.0	4.0	2.0	0.0	9.0	3.0	0.0	60.0	3377.0	0.0	358.0	31.0	17.0	14.0	25.0	6.0	0.0	0.0	1.0	7347.148148148148
434	5.0	10.0	0.0	27.0	6.0	33.0	0.0	50.0	0.0	2.0	1.0	0.0	9.0	2.0	0.0	64.0	3854.0	0.0	276.0	17.0	19.0	17.0	28.0	0.0	0.0	0.0	2.0	6994.740740740741
435	2.0	7.0	0.0	30.0	3.0	37.0	0.0	42.0	0.0	8.0	2.0	0.0	12.0	2.0	0.0	63.0	3962.0	639.0	291.0	29.0	11.0	18.0	28.0	0.0	0.0	0.0	2.0	8165.111111111111
436	8.0	3.0	0.0	20.0	7.0	37.0	0.0	49.0	0.0	7.0	1.0	0.0	9.0	4.0	0.0	62.0	2554.0	0.0	284.0	15.0	15.0	17.0	17.0	0.0	6.0	0.0	1.0	5431.925925925926
437	8.0	6.0	0.0	31.0	3.0	14.0	0.0	42.0	0.0	7.0	3.0	0.0	9.0	2.0	0.0	58.0	2457.0	0.0	310.0	21.0	0.0	16.0	19.0	0.0	0.0	0.0	0.0	5102.407407407408
438	1.0	5.0	0.0	29.0	5.0	28.0	0.0	55.0	0.0	8.0	1.0	0.0	9.0	3.0	0.0	58.0	3596.0	0.0	258.0	21.0	15.0	14.0	23.0	0.0	0.0	0.0	1.0	6367.222222222223
439	6.0	8.0	0.0	15.0	6.0	19.0	0.0	54.0	0.0	4.0	2.0	0.0	8.0	3.0	0.0	64.0	2559.0	0.0	387.0	18.0	11.0	18.0	18.0	0.0	0.0	0.0	2.0	5205.037037037037
440	3.0	6.0	-5.0	15.0	6.0	19.0	0.0	40.0	0.0	2.0	2.0	0.0	11.0	1.0	0.0	59.0	2931.0	0.0	433.0	33.0	27.0	14.0	26.0	0.0	0.0	0.0	2.0	6604.222222222223
441	9.0	2.0	0.0	12.0	3.0	38.0	0.0	48.0	0.0	6.0	4.0	0.0	9.0	3.0	0.0	61.0	2515.0	0.0	311.0	37.0	21.0	12.0	27.0	0.0	0.0	0.0	2.0	5612.444444444444
442	9.0	8.0	0.0	22.0	4.0	36.0	0.0	44.0	16.0	5.0	2.0	0.0	10.0	3.0	0.0	59.0	2083.0	0.0	406.0	29.0	0.0	12.0	24.0	0.0	0.0	0.0	2.0	4430.814814814815
443	9.0	8.0	0.0	13.0	8.0	12.0	0.0	34.0	0.0	8.0	1.0	0.0	12.0	1.0	0.0	58.0	2123.0	0.0	343.0	21.0	12.0	18.0	19.0	0.0	3.0	0.0	2.0	5052.333333333333
444	7.0	4.0	0.0	28.0	5.0	15.0	0.0	55.0	0.0	6.0	2.0	0.0	8.0	4.0	0.0	63.0	3896.0	0.0	321.0	13.0	0.0	13.0	18.0	0.0	0.0	0.0	0.0	7961.074074074074
445	7.0	6.0	0.0	27.0	4.0	30.0	0.0	36.0	0.0	2.0	2.0	0.0	12.0	2.0	0.0	64.0	2740.0	0.0	348.0	32.0	0.0	16.0	25.0	0.0	0.0	0.0	2.0	6136.888888888889
446	9.0	6.0	0.0	16.0	4.0	28.0	0.0	41.0	0.0	3.0	3.0	0.0	11.0	2.0	0.0	61.0	2486.0	0.0	370.0	32.0	0.0	15.0	21.0	0.0	3.0	0.0	0.0	5328.777777777777
447	4.0	9.0	0.0	17.0	5.0	19.0	0.0	32.0	0.0	2.0	4.0	0.0	8.0	1.0	0.0	61.0	3011.0	0.0	305.0	12.0	0.0	12.0	24.0	0.0	0.0	0.0	0.0	5554.925925925926
448	1.0	3.0	0.0	21.0	3.0	25.0	0.0	49.0	0.0	8.0	3.0	0.0	12.0	3.0	0.0	61.0	2328.0	0.0	388.0	20.0	0.0	13.0	28.0	0.0	8.0	0.0	2.0	5019.444444444444
449	5.0	3.0	0.0	17.0	6.0	40.0	0.0	53.0	0.0	2.0	1.0	0.0	8.0	4.0	0.0	58.0	3539.0	0.0	457.0	20.0	0.0	16.0	26.0	0.0	0.0	0.0	0.0	7382.2962962962965
450	9.0	8.0	-3.0	23.0	7.0	40.0	0.0	40.0	0.0	3.0	1.0	0.0	11.0	3.0	62.0	60.0	2353.0	0.0	357.0	24.0	14.0	17.0	24.0	0.0	5.0	0.0	2.0	5290.851851851852
451	7.0	9.0	0.0	23.0	2.0	38.0	0.0	32.0	0.0	8.0	2.0	13.0	10.0	4.0	0.0	62.0	3588.0	0.0	332.0	11.0	0.0	14.0	24.0	0.0	0.0	0.0	2.0	7235.333333333333
452	9.0	1.0	0.0	30.0	2.0	17.0	0.0	40.0	0.0	3.0	3.0	0.0	10.0	2.0	50.0	59.0	3223.0	0.0	400.0	39.0	0.0	15.0	19.0	0.0	0.0	0.0	0.0	6532.851851851852
453	8.0	8.0	0.0	22.0	6.0	12.0	0.0	36.0	0.0	7.0	3.0	0.0	9.0	1.0	0.0	62.0	2646.0	0.0	364.0	11.0	0.0	12.0	21.0	0.0	0.0	0.0	2.0	6105.444444444444
454	8.0	6.0	0.0	21.0	8.0	21.0	0.0	48.0	0.0	6.0	3.0	0.0	9.0	4.0	0.0	63.0	2863.0	0.0	443.0	33.0	0.0	12.0	21.0	0.0	0.0	0.0	0.0	6350.37037037037
455	3.0	1.0	0.0	29.0	8.0	32.0	0.0	40.0	0.0	5.0	3.0	0.0	9.0	1.0	0.0	63.0	2320.0	0.0	399.0	40.0	22.0	18.0	25.0	0.0	5.0	0.0	2.0	4800.814814814815
456	8.0	9.0	0.0	21.0	2.0	39.0	0.0	47.0	0.0	6.0	1.0	0.0	12.0	1.0	0.0	64.0	3220.0	0.0	438.0	18.0	0.0	19.0	19.0	0.0	0.0	0.0	1.0	6797.333333333333
457	4.0	3.0	0.0	18.0	7.0	34.0	0.0	52.0	0.0	7.0	4.0	0.0	11.0	3.0	0.0	58.0	2223.0	0.0	281.0	19.0	0.0	16.0	24.0	0.0	4.0	0.0	0.0	4613.148148148148
458	8.0	6.0	0.0	22.0	7.0	35.0	0.0	37.0	0.0	7.0	4.0	0.0	12.0	4.0	0.0	61.0	3426.0	0.0	410.0	21.0	0.0	17.0	25.0	0.0	0.0	0.0	0.0	6313.962962962963
